	true_proportion	prediction_proportion	label
0	0.08793969849246232	0.044517624938986894	before_calibration
1	0.2	0.13518794678589877	before_calibration
2	0.4666666666666667	0.23981327911218006	before_calibration
3	0.5	0.37515270709991455	before_calibration
0	0.1279317697228145	0.5685393319709469	after_calibration
1	0.0	0.608983664743362	after_calibration
