prediction_edge	label_source	AUPR	AUROC	dataset	lf_num
DaG	DaG	0.5294444444444444	0.6	tune	1
DaG	DaG	0.39974020056740645	0.5416666666666667	tune	1
DaG	DaG	0.45548682552791075	0.5656108597285068	tune	1
DaG	DaG	0.4153798324829522	0.5677083333333334	tune	1
DaG	DaG	0.3127247517739691	0.4848484848484848	tune	1
DaG	DaG	0.3219099098490532	0.5162500000000001	tune	1
DaG	DaG	0.26253066401477676	0.487	tune	1
DaG	DaG	0.25903480051149586	0.49843260188087773	tune	1
DaG	DaG	0.2661786893609806	0.4620811287477954	tune	1
DaG	DaG	0.2507891573134172	0.46478174603174605	tune	1
DaG	DaG	0.24456175829308088	0.4544712127398938	tune	1
DaG	DaG	0.25187026034305904	0.469562243502052	tune	1
DaG	DaG	0.24867765290827853	0.4751773049645391	tune	1
DaG	DaG	0.23832498483404835	0.456140350877193	tune	1
DaG	DaG	0.2535246640208196	0.4461835334476844	tune	1
DaG	DaG	0.24768500767821594	0.43212201092073055	tune	1
DaG	DaG	0.26168156397460146	0.455594002306805	tune	1
DaG	DaG	0.25629069779577307	0.4555043827068786	tune	1
DaG	DaG	0.26445139159985065	0.4591742514180188	tune	1
DaG	DaG	0.27230217852658967	0.4676258992805755	tune	1
DaG	DaG	0.2716236522815267	0.46693065068493156	tune	1
DaG	DaG	0.2745914663054086	0.46149380804953566	tune	1
DaG	DaG	0.2788249184058449	0.46501406469760903	tune	1
DaG	DaG	0.295625350237388	0.4882060333761233	tune	1
DaG	DaG	0.29826495277606585	0.48360294117647057	tune	1
DaG	DaG	0.29306272022108837	0.48941306296986	tune	1
DaG	DaG	0.2972324128214952	0.4900476947535771	tune	1
DaG	DaG	0.3025188285588838	0.48037676609105184	tune	1
DaG	DaG	0.30440503568185634	0.48420538428137216	tune	1
DaG	DaG	0.3082248855581391	0.4746	tune	1
DaG	DaG	0.3082285221886893	0.4744212098581031	tune	1
DaG	DaG	0.2999832591860677	0.4722480620155039	tune	1
DaG	DaG	0.30083860668451845	0.47555889222555886	tune	1
DaG	DaG	0.30402138958369795	0.48058538888233215	tune	1
DaG	DaG	0.2992399793612811	0.472160273565269	tune	1
DaG	DaG	0.297920847140054	0.47064823608033485	tune	1
DaG	DaG	0.3157042365182153	0.477970102281668	tune	1
DaG	DaG	0.3166403362470459	0.48168435467305715	tune	1
DaG	DaG	0.3144376039777076	0.4805621301775148	tune	1
DaG	DaG	0.3216059574841785	0.48659678546470997	tune	1
DaG	DaG	0.3214396381167308	0.48974317988064786	tune	1
DaG	DaG	0.3171082897317143	0.48790816326530617	tune	1
DaG	DaG	0.30884534417691	0.47793669744889256	tune	1
DaG	DaG	0.30456388713072596	0.47350087668030394	tune	1
DaG	DaG	0.3035688564912531	0.46869965992482543	tune	1
DaG	DaG	0.31168997566377676	0.47478231249068575	tune	1
DaG	DaG	0.3221334727008868	0.47901878703310485	tune	1
DaG	DaG	0.33487102258743384	0.48379028379028377	tune	1
DaG	DaG	0.33473057036243503	0.48356651735515865	tune	1
DaG	DaG	0.33575537384702925	0.4742739898989899	tune	1
DaG	DaG	0.33284892416968526	0.4720923559891306	tune	1
DaG	DaG	0.33258896824317974	0.47377917940048114	tune	1
DaG	DaG	0.33129659857947835	0.47146161540385095	tune	1
DaG	DaG	0.3289439358321954	0.4700100996397293	tune	1
DaG	DaG	0.32659723726275447	0.46196717028780426	tune	1
DaG	DaG	0.32726811489765906	0.4623344660262057	tune	1
DaG	DaG	0.32861419689919835	0.46433145923499036	tune	1
DaG	DaG	0.3386103435579678	0.47348268521883596	tune	1
DaG	DaG	0.33662417651876875	0.47419955698751504	tune	1
DaG	DaG	0.33913096957548095	0.47664608052908	tune	1
DaG	DaG	0.34162714332349176	0.4775975891464687	tune	1
DaG	DaG	0.33812421975531787	0.47344318181818185	tune	1
DaG	DaG	0.34036865318712034	0.468718792866941	tune	1
DaG	DaG	0.3374543661941193	0.4618196113430869	tune	1
DaG	DaG	0.3384046151318476	0.4650944563603366	tune	1
DaG	DaG	0.3381580286919262	0.4631973745897796	tune	1
DaG	DaG	0.3358541466106763	0.46043582973043556	tune	1
DaG	DaG	0.3344885592822466	0.45496609343973626	tune	1
DaG	DaG	0.3379402363269096	0.4528088566492705	tune	1
DaG	DaG	0.3420848976246236	0.45390929180258865	tune	1
DaG	DaG	0.34290681855795846	0.45456481733914944	tune	1
DaG	DaG	0.344240673938335	0.45520188135537076	tune	1
DaG	DaG	0.3444093749633488	0.4516556930275185	tune	1
DaG	DaG	0.34665127466293527	0.4536247501249375	tune	1
DaG	DaG	0.3536841899035259	0.4590216178892017	tune	1
DaG	DaG	0.35623978930159883	0.45916420505189653	tune	1
DaG	DaG	0.3558394860034626	0.45747512357503106	tune	1
DaG	DaG	0.3538616443189857	0.4551664287114023	tune	1
DaG	DaG	0.35596175159313104	0.45196991623015303	tune	1
DaG	DaG	0.3576309177040729	0.4539559529723465	tune	1
DaG	DaG	0.3568959524852414	0.4518	tune	1
DaG	DaG	0.3555390735407825	0.4474744617318875	tune	1
DaG	DaG	0.356307551083878	0.44659926470588235	tune	1
DaG	DaG	0.3534361998811972	0.4452324995803256	tune	1
DaG	DaG	0.3523201471305333	0.44411206856179464	tune	1
DaG	DaG	0.3497495854613331	0.44360299715510676	tune	1
DaG	DaG	0.3514389768180104	0.4434098221467513	tune	1
DaG	DaG	0.3509832905975088	0.43921177323758576	tune	1
DaG	DaG	0.351545019658908	0.44059033903454303	tune	1
DaG	DaG	0.35167902346607927	0.43873896385140765	tune	1
DaG	DaG	0.35122253841774687	0.4395255102040817	tune	1
DaG	DaG	0.3504347222705818	0.4371743426962928	tune	1
DaG	DaG	0.3488730558654899	0.4359628668221215	tune	1
DaG	DaG	0.3490367544713654	0.43537190398958947	tune	1
DaG	DaG	0.35040357554536355	0.43575960026948124	tune	1
DaG	DaG	0.34563235503297024	0.4329714057280442	tune	1
DaG	DaG	0.34659505014471004	0.4350377313491939	tune	1
DaG	DaG	0.3480684977297179	0.43623196076355814	tune	1
DaG	DaG	0.34695512565220116	0.4355897746442321	test	1
DaG	DaG	0.3460743671223643	0.43515320712449196	test	1
DaG	DaG	0.34740915904361186	0.43606936031971544	test	1
DaG	DaG	0.3477071567493438	0.43715281737175626	test	1
DaG	DaG	0.3460478827285803	0.4380666709383911	test	1
DaG	DaG	0.34378864340309295	0.4352543438949603	test	1
