prediction_edge	label_source	AUPR	AUROC	dataset	lf_num
GiG	GiG			tune	1
GiG	GiG	0.1964285714285714	0.8055555555555556	tune	1
GiG	GiG	0.252754884004884	0.7884615384615385	tune	1
GiG	GiG	0.20784942182001004	0.7916666666666667	tune	1
GiG	GiG	0.16469600450150734	0.7066666666666667	tune	1
GiG	GiG	0.21529019248177278	0.7685185185185185	tune	1
GiG	GiG	0.185101767774532	0.7630208333333333	tune	1
GiG	GiG	0.1579111879794653	0.740990990990991	tune	1
GiG	GiG	0.13960582484896011	0.6850258175559379	tune	1
GiG	GiG	0.1272232136214328	0.6774193548387096	tune	1
GiG	GiG	0.11716738312139598	0.5589999999999999	tune	1
GiG	GiG	0.12842649864081	0.5925925925925926	tune	1
GiG	GiG	0.12653258953300142	0.6165254237288136	tune	1
GiG	GiG	0.12126167406185764	0.6038764385221078	tune	1
GiG	GiG	0.11789850492846995	0.6108193277310924	tune	1
GiG	GiG	0.12539734327339327	0.6167534722222222	tune	1
GiG	GiG	0.11603591394284989	0.6148538961038961	tune	1
GiG	GiG	0.12198907477829234	0.6100823045267489	tune	1
GiG	GiG	0.127770912789409	0.6164973838104032	tune	1
GiG	GiG	0.11899788623319572	0.6056993312009304	tune	1
GiG	GiG	0.1182216095603555	0.581254724111867	tune	1
GiG	GiG	0.11607468295219342	0.5898540320650874	tune	1
GiG	GiG	0.11789591672854309	0.5987762237762237	tune	1
GiG	GiG	0.18863017415972785	0.635334291876348	tune	1
GiG	GiG	0.18822734634834004	0.6372695565520677	tune	1
GiG	GiG	0.18178024129448372	0.6151477832512315	tune	1
GiG	GiG	0.17313192582356535	0.609504132231405	tune	1
GiG	GiG	0.19599449052707368	0.6326666666666667	tune	1
GiG	GiG	0.2113563031746869	0.6524586397058824	tune	1
GiG	GiG	0.20594259462713976	0.6496019460415745	tune	1
GiG	GiG	0.21796230217359017	0.6609894566098946	tune	1
GiG	GiG	0.229099402547783	0.6675580173813389	tune	1
GiG	GiG	0.21524140980284803	0.6623927681948161	tune	1
GiG	GiG	0.21331134480672564	0.6693098640641338	tune	1
GiG	GiG	0.20901901506190174	0.667763157894737	tune	1
GiG	GiG	0.20836025386062548	0.6644238856181665	tune	1
GiG	GiG	0.21535482453217336	0.6733449477351916	tune	1
GiG	GiG	0.18810993151428523	0.6627561934994135	tune	1
GiG	GiG	0.19678239029593222	0.6703109201213346	tune	1
GiG	GiG	0.19070243209141585	0.6707853655596407	tune	1
GiG	GiG	0.1869789894426494	0.6645372928176796	tune	1
GiG	GiG	0.18318535468510835	0.6545464547004786	tune	1
GiG	GiG	0.1779735303026024	0.648578947368421	tune	1
GiG	GiG	0.18379832719664502	0.6364421416234889	tune	1
GiG	GiG	0.18130154620666555	0.6373924429479985	tune	1
GiG	GiG	0.18940754940615664	0.6470120226308345	tune	1
GiG	GiG	0.1861890262745694	0.6488095238095238	tune	1
GiG	GiG	0.18415004241007252	0.6456120281091682	tune	1
GiG	GiG	0.1825888127385517	0.6469385347437965	tune	1
GiG	GiG	0.17949016731226064	0.6404924242424243	tune	1
GiG	GiG	0.17713579847418479	0.6377012669319799	test	1
GiG	GiG	0.17460585523145666	0.6375941997928497	test	1
GiG	GiG	0.17246251233395793	0.6347877033360905	test	1
GiG	GiG	0.17522014291323393	0.639679212006256	test	1
GiG	GiG	0.17329007895867904	0.6409504253446758	test	1
GiG	GiG	0.1719271421243651	0.6437354284436779	test	1
GiG	GiG	0.1725516009503714	0.638437950937951	test	1
GiG	GiG	0.17395763842809783	0.6417910447761194	test	1
GiG	GiG	0.18548939441866635	0.6509777740688197	test	1
GiG	GiG	0.1822362550738875	0.6490897677338355	test	1
GiG	GiG	0.1843990402140376	0.6398816356725594	test	1
GiG	GiG	0.1824505290289417	0.6391274949287521	test	1
GiG	GiG	0.19042485935642134	0.6358198198198197	test	1
GiG	GiG	0.2135503239875895	0.6439989850291803	test	1
GiG	GiG	0.22693766555211742	0.6497220727989959	test	1
GiG	GiG	0.2300462086804002	0.6533405172413793	test	1
GiG	GiG	0.2276120973238424	0.6538771186440678	test	1
GiG	GiG	0.23236378338903915	0.659432387312187	test	1
GiG	GiG	0.23768725413103184	0.6659178433889601	test	1
GiG	GiG	0.22160792026396414	0.6662414965986395	test	1
GiG	GiG	0.21096202740103062	0.6627764705882353	test	1
GiG	GiG	0.20881584080534732	0.6606631941897148	test	1
GiG	GiG	0.2092740664022839	0.662948463559822	test	1
GiG	GiG	0.2106020143916692	0.6643021108407118	test	1
GiG	GiG	0.20830419288294205	0.663888888888889	test	1
GiG	GiG	0.21349756137860768	0.6660863056495704	test	1
GiG	GiG	0.21302579374213185	0.6665554867298804	test	1
GiG	GiG	0.21165239972170208	0.6673709912194206	test	1
GiG	GiG	0.21046274652213998	0.667376313231823	test	1
GiG	GiG	0.20912852118164665	0.6679137959878937	test	1
GiG	GiG	0.21405073868087857	0.671751420598314	test	1
GiG	GiG	0.21752953738857278	0.6739640454519759	test	1
GiG	GiG	0.2189664593247937	0.6765189514847518	test	1
GiG	GiG	0.21852436246033735	0.6775945945945946	test	1
GiG	GiG	0.2191870225827121	0.6788036070042991	test	1
GiG	GiG	0.2181873647999765	0.6798980806042735	test	1
GiG	GiG	0.22750710503655885	0.6825770308123249	test	1
GiG	GiG	0.2263807067621032	0.6807810443176833	test	1
GiG	GiG	0.22723464482170408	0.6809077987524816	test	1
GiG	GiG	0.2275858596678384	0.683017618378835	test	1
GiG	GiG	0.22743242899164956	0.6844566774078052	test	1
GiG	GiG	0.23392467500530412	0.6906724277612747	test	1
GiG	GiG	0.23278708491193137	0.6894221808014913	test	1
GiG	GiG	0.23532820342944188	0.6923596182405417	test	1
GiG	GiG	0.24100656749233396	0.6940055229341335	test	1
GiG	GiG	0.24579575908037196	0.6982848433400215	test	1
GiG	GiG	0.2524783270037408	0.7019974375282287	test	1
GiG	GiG	0.2530411473234652	0.6999267438536306	test	1
GiG	GiG	0.2505250065854782	0.699081425851677	test	1
GiG	GiG	0.2479118939959569	0.6942572167755992	test	1
GiG	GiG			tune	1
GiG	GiG	0.1611111111111111	0.7222222222222222	tune	1
GiG	GiG	0.19908665895508001	0.6826923076923077	tune	1
GiG	GiG	0.1693785014005602	0.7013888888888888	tune	1
GiG	GiG	0.14064023257363079	0.64	tune	1
GiG	GiG	0.19225491933460026	0.7191358024691359	tune	1
GiG	GiG	0.15139950490560244	0.7109375	tune	1
GiG	GiG	0.12748747226163193	0.6891891891891893	tune	1
GiG	GiG	0.11129697714943469	0.6351118760757315	tune	1
GiG	GiG	0.10171548750766538	0.6298003072196621	tune	1
GiG	GiG	0.1017970656374501	0.54	tune	1
GiG	GiG	0.11730531968986287	0.5740740740740741	tune	1
GiG	GiG	0.11559726437582424	0.6002824858757061	tune	1
GiG	GiG	0.11107517467316787	0.5863113264688068	tune	1
GiG	GiG	0.10997976530924915	0.592436974789916	tune	1
GiG	GiG	0.11877221190945932	0.6002604166666667	tune	1
GiG	GiG	0.11026088911285979	0.599025974025974	tune	1
GiG	GiG	0.11895151281266375	0.5994513031550068	tune	1
GiG	GiG	0.1240933369019341	0.6060326254232071	tune	1
GiG	GiG	0.11573362152811341	0.5963943006687991	tune	1
GiG	GiG	0.11614208257473224	0.5779793398841018	tune	1
GiG	GiG	0.11383205021684119	0.5860253649198373	tune	1
GiG	GiG	0.11748043159147555	0.5963723776223776	tune	1
GiG	GiG	0.19186210460011394	0.6401869158878505	tune	1
GiG	GiG	0.19133691760438476	0.6420860322205614	tune	1
GiG	GiG	0.18476555094545863	0.6199199507389163	tune	1
GiG	GiG	0.17614817184002968	0.6149645808736717	tune	1
GiG	GiG	0.19852127739618364	0.6373333333333333	tune	1
GiG	GiG	0.21627623039001687	0.6557904411764706	tune	1
GiG	GiG	0.20958375404621682	0.6521450685537373	tune	1
GiG	GiG	0.22136814127966717	0.6628142741281428	tune	1
GiG	GiG	0.22871113388364592	0.6688950434533474	tune	1
GiG	GiG	0.2146135505472207	0.6642376164560465	tune	1
GiG	GiG	0.21346520607434008	0.6715754618333913	tune	1
GiG	GiG	0.208674972917622	0.6705465587044535	tune	1
GiG	GiG	0.20714399604291178	0.66885847541861	tune	1
GiG	GiG	0.21548876634274783	0.677555168408827	tune	1
GiG	GiG	0.18710232066335447	0.6640673521496101	tune	1
GiG	GiG	0.19655971553964333	0.671448432760364	tune	1
GiG	GiG	0.19157394483103052	0.6704839973479597	tune	1
GiG	GiG	0.1881069490432002	0.6648825966850829	tune	1
GiG	GiG	0.1846248113061283	0.6549315143847296	tune	1
GiG	GiG	0.18029991934991527	0.6483157894736842	tune	1
GiG	GiG	0.1863072974365082	0.6367299942429476	tune	1
GiG	GiG	0.18373177914615824	0.6378600823045267	tune	1
GiG	GiG	0.19061017850556522	0.6463932107496464	tune	1
GiG	GiG	0.18769580932529323	0.6486369910282954	tune	1
GiG	GiG	0.18513748068834748	0.6436100670044125	tune	1
GiG	GiG	0.18320874230637577	0.6445003735892092	tune	1
GiG	GiG	0.17987545325110033	0.6370833333333333	tune	1
GiG	GiG	0.17771077097492302	0.6338311000766731	test	1
GiG	GiG	0.17527537940072394	0.6340583592271153	test	1
GiG	GiG	0.17309386957419431	0.6320995312930797	test	1
GiG	GiG	0.17482913867689448	0.6365844730624605	test	1
GiG	GiG	0.17271156623756526	0.6375607053225123	test	1
GiG	GiG	0.1713826173201795	0.6403180990706141	test	1
GiG	GiG	0.17266421879494775	0.6368746993746993	test	1
GiG	GiG	0.17364434504651252	0.6397835384481103	test	1
GiG	GiG	0.18310605508517488	0.6485854961195027	test	1
GiG	GiG	0.18018774121185044	0.6470427686345152	test	1
GiG	GiG	0.18294795922001938	0.6396010305859544	test	1
GiG	GiG	0.1811982120718128	0.6390523653301946	test	1
GiG	GiG	0.1904801600212915	0.6358918918918919	test	1
GiG	GiG	0.2138344499102735	0.6430532167654724	test	1
GiG	GiG	0.22669582971599705	0.6490720817643895	test	1
GiG	GiG	0.22772569607034165	0.6513793103448277	test	1
GiG	GiG	0.2255805415358839	0.6520550847457627	test	1
GiG	GiG	0.2309837669280445	0.65755683340547	test	1
GiG	GiG	0.23610751474279656	0.663992297817715	test	1
GiG	GiG	0.2189855158926929	0.6647920531849103	test	1
GiG	GiG	0.20867212063726326	0.6618164705882352	test	1
GiG	GiG	0.20693557350678768	0.660039615582129	test	1
GiG	GiG	0.20709831697842887	0.6620010368066355	test	1
GiG	GiG	0.2082557638152694	0.6629040887830304	test	1
GiG	GiG	0.20633207460258018	0.6625252525252525	test	1
GiG	GiG	0.21141755240104448	0.6655981515230409	test	1
GiG	GiG	0.21130710767645972	0.666730198059116	test	1
