prediction_edge	label_source	AUPR	AUROC	dataset	lf_num
CbG	CbG	0.10229815720867874	0.5572739719081182	test	1
CbG	CbG	0.1010514243204802	0.5577124085411379	test	1
CbG	CbG	0.09893294018383447	0.5542048054919909	test	1
CbG	CbG	0.1065086994949605	0.5641517857142857	test	1
CbG	CbG	0.10450336932865581	0.5667195336276737	test	1
CbG	CbG	0.10278834270235163	0.5539627615752184	test	1
CbG	CbG	0.10206306248468004	0.5546242306446388	test	1
CbG	CbG	0.10115923834326518	0.553670966714445	test	1
CbG	CbG	0.09958786981142562	0.552749060150376	test	1
CbG	CbG	0.0990748994553612	0.5483692443919717	test	1
CbG	CbG	0.10868448802589342	0.5560888888888889	test	1
CbG	CbG	0.1160914995894779	0.5637086819366343	test	1
CbG	CbG	0.11506477886642621	0.5630907372400756	test	1
CbG	CbG	0.11310742922625908	0.5611288392500997	test	1
CbG	CbG	0.1474152634599155	0.5761266364551862	test	1
CbG	CbG	0.15875078552930727	0.5831077587517869	test	1
CbG	CbG	0.15597329093685924	0.5836255206928587	test	1
CbG	CbG	0.15751297480486537	0.5886956521739131	test	1
CbG	CbG	0.16036144553666518	0.5978895746087723	test	1
CbG	CbG	0.15286318970745164	0.5995569907395053	test	1
CbG	CbG	0.15148713943392328	0.5967049451686323	test	1
CbG	CbG	0.1510317416760273	0.5982807876747271	test	1
CbG	CbG	0.1494193746289867	0.5952999381570809	test	1
CbG	CbG	0.14882725520559525	0.5964124466137889	test	1
CbG	CbG	0.1517376445376221	0.6034245926487306	test	1
CbG	CbG	0.1504984190537805	0.6032862752430815	test	1
CbG	CbG	0.15057820637714842	0.6063185129706543	test	1
CbG	CbG	0.15262938358629896	0.6093882245708456	test	1
CbG	CbG	0.14998521678764676	0.6087338490218346	test	1
CbG	CbG	0.14899410470100655	0.6094999999999999	test	1
CbG	CbG	0.14793265820878754	0.6081893004115227	test	1
CbG	CbG	0.14752347613007016	0.609349593495935	test	1
CbG	CbG	0.14733747945548592	0.6120745911526824	test	1
CbG	CbG	0.14549785907129348	0.6073793209638925	test	1
CbG	CbG	0.1445806908767379	0.6070260194765673	test	1
CbG	CbG	0.15407486945577434	0.6136098130841121	test	1
CbG	CbG	0.15345102104103625	0.6150945438799076	test	1
CbG	CbG	0.15053188379334062	0.6142801084474886	test	1
CbG	CbG	0.1501152604484436	0.613036473330591	test	1
CbG	CbG	0.14885920160409338	0.6134160395905363	test	1
CbG	CbG	0.1478313080594265	0.613519039957093	test	1
CbG	CbG	0.15016475749484798	0.6180216115479558	test	1
CbG	CbG	0.14935759957287628	0.6187965912582268	test	1
CbG	CbG	0.14560741973248814	0.622144029285534	test	1
CbG	CbG	0.25	0.8888888888888888	tune	1
CbG	CbG	0.25	0.9473684210526316	tune	1
CbG	CbG	0.23809523809523808	0.8928571428571428	tune	1
CbG	CbG	0.1854302832244009	0.7927927927927928	tune	1
CbG	CbG	0.12090615231599887	0.7304964539007093	tune	1
CbG	CbG	0.10680449818380852	0.7134502923976609	tune	1
CbG	CbG	0.19518018018018016	0.7765151515151515	tune	1
CbG	CbG	0.21734847332173773	0.7651663405088063	tune	1
CbG	CbG	0.21248869070313592	0.7796901893287436	tune	1
CbG	CbG	0.1967302698931425	0.7711213517665131	tune	1
CbG	CbG	0.18554025851280048	0.768377253814147	tune	1
CbG	CbG	0.22695701998429527	0.7167167167167168	tune	1
CbG	CbG	0.2009346098077749	0.6485867074102368	tune	1
CbG	CbG	0.18748899539278946	0.603515625	tune	1
CbG	CbG	0.18282073186734538	0.6038647342995169	tune	1
CbG	CbG	0.17554034830513499	0.5944531658817374	tune	1
CbG	CbG	0.1639345027193233	0.5428681276432141	tune	1
CbG	CbG	0.15703060479099545	0.5380728978708047	tune	1
CbG	CbG	0.15392714951325523	0.5381136950904393	tune	1
CbG	CbG	0.13905797140603365	0.547924297924298	tune	1
CbG	CbG	0.12696706159642993	0.5428240740740742	tune	1
CbG	CbG	0.124281238610574	0.5464796479647964	tune	1
CbG	CbG	0.1226790903846908	0.5539832285115305	tune	1
CbG	CbG	0.13243779542255207	0.5748987854251013	tune	1
CbG	CbG	0.1447075999001658	0.6055312954876273	tune	1
CbG	CbG	0.17448296237158628	0.6243315508021391	tune	1
CbG	CbG	0.17184934705369184	0.624816715542522	tune	1
CbG	CbG	0.187318587677814	0.6272786458333333	tune	1
CbG	CbG	0.19347369891567412	0.6458867924528302	tune	1
CbG	CbG	0.18456231032141704	0.6182336182336182	tune	1
CbG	CbG	0.1802685312734154	0.607016210739615	tune	1
CbG	CbG	0.1685271725235551	0.5881028557886007	tune	1
CbG	CbG	0.16729062913053122	0.5934242181234963	tune	1
CbG	CbG	0.16365440265534298	0.5933030269431201	tune	1
CbG	CbG	0.17515934680293044	0.6048958333333333	tune	1
CbG	CbG	0.1736487009957777	0.6061616161616161	tune	1
CbG	CbG	0.17058055701820288	0.6058823529411765	tune	1
CbG	CbG	0.1802433490859075	0.6157685553193456	tune	1
CbG	CbG	0.17712437873508638	0.6106442577030813	tune	1
CbG	CbG	0.17506421340709896	0.6108496408223929	tune	1
CbG	CbG	0.16306072237925734	0.5993429286608261	tune	1
CbG	CbG	0.15729178466208804	0.5962359036879	tune	1
CbG	CbG	0.15442774708252455	0.5963110307414105	tune	1
CbG	CbG	0.15234400311794608	0.5954850088183421	tune	1
CbG	CbG	0.15067338834549895	0.593803786574871	tune	1
CbG	CbG	0.14795858384218466	0.5940168067226891	tune	1
CbG	CbG	0.14588442667195262	0.5921839080459771	tune	1
CbG	CbG	0.1419308727144431	0.5832082082082082	tune	1
CbG	CbG	0.13122499903584448	0.5759799534633973	tune	1
CbG	CbG	0.12979390651762618	0.5749810285447434	tune	1
CbG	CbG	0.12581595897864306	0.5741957602422718	test	1
CbG	CbG	0.12241039584535887	0.5726596161378771	test	1
CbG	CbG	0.12000074699909691	0.5706375746943697	test	1
CbG	CbG	0.11773394845729326	0.5707377357476762	test	1
CbG	CbG	0.11138638531439787	0.5670407249354618	test	1
CbG	CbG	0.11036748955202352	0.5665857061650561	test	1
CbG	CbG	0.10890275723273311	0.5664012981086152	test	1
CbG	CbG	0.10751780349265237	0.5668209646110199	test	1
CbG	CbG	0.10450089462022291	0.5634057971014492	test	1
CbG	CbG	0.11282335805962013	0.5722767857142858	test	1
CbG	CbG	0.11023319994699995	0.574778173089288	test	1
CbG	CbG	0.10840388158742498	0.5623661229197561	test	1
CbG	CbG	0.10766967480754913	0.5630061548428896	test	1
CbG	CbG	0.10674813090773823	0.5619127249562033	test	1
CbG	CbG	0.10510497355076467	0.5608161027568923	test	1
CbG	CbG	0.10433447786623476	0.5565968122786304	test	1
CbG	CbG	0.10992523996265041	0.56384	test	1
CbG	CbG	0.11809958059991646	0.5711493622274036	test	1
CbG	CbG	0.1171569033776475	0.570517148258169	test	1
CbG	CbG	0.1153439327600984	0.5684749368435048	test	1
CbG	CbG	0.13282430627473604	0.5822633434038268	test	1
CbG	CbG	0.14501244478823155	0.5890385960643572	test	1
CbG	CbG	0.142420185832483	0.5892894602775031	test	1
CbG	CbG	0.14254537764894779	0.5924347826086956	test	1
CbG	CbG	0.14654485266015507	0.6019396076702667	test	1
CbG	CbG	0.1392077067945362	0.602679405406848	test	1
CbG	CbG	0.13800053150783168	0.5992654665839023	test	1
CbG	CbG	0.13756565967689977	0.6011376390164269	test	1
CbG	CbG	0.13605848677625085	0.5972047000618429	test	1
CbG	CbG	0.1354907851774016	0.5982916412446614	test	1
CbG	CbG	0.13892326307200215	0.6055087154225085	test	1
CbG	CbG	0.13786194018126588	0.6053898653702319	test	1
CbG	CbG	0.138176116657569	0.608406527314405	test	1
CbG	CbG	0.13983853970649654	0.6102345971049719	test	1
CbG	CbG	0.13683742429658713	0.609462384023656	test	1
CbG	CbG	0.13560454211398398	0.6085	test	1
CbG	CbG	0.13442783074583636	0.6070370370370369	test	1
CbG	CbG	0.133977967601936	0.6079674796747967	test	1
CbG	CbG	0.1339669262817414	0.610433269394293	test	1
CbG	CbG	0.13208473083242417	0.6066479328662715	test	1
CbG	CbG	0.1311655018120369	0.6060369750456482	test	1
CbG	CbG	0.14014129614158405	0.612551109813084	test	1
CbG	CbG	0.13951605583958693	0.6141743648960739	test	1
CbG	CbG	0.13649984829159306	0.6133882705479452	test	1
CbG	CbG	0.13667690762428486	0.6129336349924585	test	1
CbG	CbG	0.13570040307739759	0.6134160395905363	test	1
CbG	CbG	0.1343925008441293	0.6136866452131939	test	1
CbG	CbG	0.13755743025915396	0.618430301940462	test	1
CbG	CbG	0.13658327465304848	0.619022978283016	test	1
CbG	CbG	0.1333784066601685	0.6223333754102499	test	1
CbG	CbG	0.25	0.8888888888888888	tune	6
CbG	CbG	0.25	0.9473684210526316	tune	6
CbG	CbG	0.2583333333333333	0.9107142857142858	tune	6
CbG	CbG	0.16061507936507935	0.8018018018018018	tune	6
CbG	CbG	0.0927894569198917	0.7163120567375887	tune	6
CbG	CbG	0.06783025501191886	0.672514619883041	tune	6
CbG	CbG	0.07986585269480007	0.6856060606060606	tune	6
CbG	CbG	0.10347204483155138	0.6066536203522506	tune	6
CbG	CbG	0.09922408247050693	0.6316695352839932	tune	6
CbG	CbG	0.09137689173304858	0.6374807987711213	tune	6
CbG	CbG	0.0845154028334669	0.6421636615811372	tune	6
CbG	CbG	0.09783436177523128	0.6136136136136136	tune	6
CbG	CbG	0.09625929730804661	0.5614973262032086	tune	6
CbG	CbG	0.09494190154186592	0.556640625	tune	6
CbG	CbG	0.08977009552537576	0.5591787439613527	tune	6
CbG	CbG	0.08766919266976267	0.5520669806384093	tune	6
CbG	CbG	0.10501973090402521	0.558246828143022	tune	6
CbG	CbG	0.09709359958295442	0.5507037170696499	tune	6
CbG	CbG	0.09508157167598005	0.5387596899224805	tune	6
CbG	CbG	0.09054802490043551	0.5427350427350428	tune	6
CbG	CbG	0.0855544574625713	0.5390625	tune	6
CbG	CbG	0.08190717089456334	0.5393289328932893	tune	6
CbG	CbG	0.07943017396221419	0.5445492662473794	tune	6
CbG	CbG	0.09011574611954111	0.5679923791378899	tune	6
CbG	CbG	0.10414612983234735	0.6019962570180911	tune	6
CbG	CbG	0.10475784260300662	0.602559205500382	tune	6
CbG	CbG	0.10182676475897526	0.6039222873900294	tune	6
CbG	CbG	0.1215365099677822	0.6126302083333334	tune	6
CbG	CbG	0.13312717401923393	0.634867924528302	tune	6
CbG	CbG	0.1275267734769697	0.595305928639262	tune	6
CbG	CbG	0.1257303983675884	0.5887791286727457	tune	6
CbG	CbG	0.12209581725387579	0.57518663348738	tune	6
CbG	CbG	0.12014515500207049	0.5788750143200826	tune	6
CbG	CbG	0.1170540553959778	0.5774476105998448	tune	6
CbG	CbG	0.1250624106482761	0.5891666666666666	tune	6
CbG	CbG	0.12243532425584308	0.5890909090909091	tune	6
CbG	CbG	0.11980528403427396	0.5874509803921568	tune	6
CbG	CbG	0.12123040892067424	0.5931232091690546	tune	6
CbG	CbG	0.12092052653262786	0.5884050589932942	tune	6
CbG	CbG	0.11940495611531982	0.5903723887375113	tune	6
CbG	CbG	0.11651352566472269	0.5756414267834793	tune	6
CbG	CbG	0.11297905568899597	0.5725388601036269	tune	6
CbG	CbG	0.11251558458893457	0.5717179023508138	tune	6
CbG	CbG	0.11033130465094276	0.5715696649029982	tune	6
CbG	CbG	0.10844159127442035	0.5708089500860586	tune	6
CbG	CbG	0.1009798725403836	0.5677983193277312	tune	6
CbG	CbG	0.09881051770863575	0.564991789819376	tune	6
CbG	CbG	0.09593278540433295	0.5491741741741742	tune	6
CbG	CbG	0.09212709218050359	0.5376767495972794	tune	6
CbG	CbG	0.09069660089932374	0.5369213706146752	tune	6
CbG	CbG	0.08914566583727185	0.5353979772584424	test	6
CbG	CbG	0.08715195793609803	0.5358961445917967	test	6
CbG	CbG	0.08567985877129664	0.534181240063593	test	6
CbG	CbG	0.08438984617722797	0.5359196174305518	test	6
CbG	CbG	0.08099811558041493	0.5332701122174807	test	6
CbG	CbG	0.08008023134531739	0.5345460182936282	test	6
CbG	CbG	0.07798517309337302	0.5329344353734597	test	6
CbG	CbG	0.0765799692195899	0.5347170374794684	test	6
CbG	CbG	0.07574948512431184	0.5344202898550725	test	6
CbG	CbG	0.08428460295608647	0.5511160714285714	test	6
CbG	CbG	0.08759742435232606	0.5585751639590211	test	6
CbG	CbG	0.08624589867295912	0.5473718899324436	test	6
CbG	CbG	0.08532908924204893	0.5470116618075802	test	6
CbG	CbG	0.0836986819180617	0.5447125338429686	test	6
CbG	CbG	0.08023696698792623	0.5421365914786967	test	6
CbG	CbG	0.08090372023912146	0.5427243211334121	test	6
CbG	CbG	0.10698393859700049	0.5500444444444444	test	6
CbG	CbG	0.11283396500737221	0.5576052667672472	test	6
CbG	CbG	0.11193018071692731	0.5578922495274102	test	6
CbG	CbG	0.11091063638902962	0.5570735274564552	test	6
CbG	CbG	0.1265525841652449	0.5749622356495468	test	6
CbG	CbG	0.15035678614559225	0.5823778095440859	test	6
CbG	CbG	0.14890840748209885	0.5826365788606191	test	6
CbG	CbG	0.1519647501477695	0.5887826086956521	test	6
CbG	CbG	0.1537253795351379	0.5972007934758652	test	6
CbG	CbG	0.14846736771824715	0.5979290651437111	test	6
CbG	CbG	0.14754849171001616	0.5978170908338506	test	6
CbG	CbG	0.14659875085451743	0.5992245689215385	test	6
CbG	CbG	0.14519005522871375	0.5982683982683983	test	6
CbG	CbG	0.14474133049026783	0.6000732153752288	test	6
CbG	CbG	0.14589222241856728	0.6059586964759378	test	6
CbG	CbG	0.1454388213257267	0.6071428571428572	test	6
CbG	CbG	0.14474757655676965	0.6076802614557091	test	6
CbG	CbG	0.14514023634300122	0.6102780008246707	test	6
CbG	CbG	0.1420250294676828	0.6090766890226916	test	6
CbG	CbG	0.13972515082389148	0.6047291666666667	test	6
CbG	CbG	0.13839182622740917	0.6025925925925925	test	6
CbG	CbG	0.1379027555365721	0.6033739837398373	test	6
CbG	CbG	0.142652602867211	0.60873262275307	test	6
CbG	CbG	0.14170253798926982	0.6073408268534913	test	6
CbG	CbG	0.14029736794806402	0.6065505173463177	test	6
CbG	CbG	0.14298494308918533	0.613646320093458	test	6
CbG	CbG	0.14178218960123712	0.6146795612009238	test	6
CbG	CbG	0.14027334945615294	0.614208761415525	test	6
CbG	CbG	0.13958938015042258	0.6131735911147675	test	6
CbG	CbG	0.1378845595971855	0.6131448715341332	test	6
CbG	CbG	0.13726435750003677	0.6136196031107535	test	6
CbG	CbG	0.14707542482881183	0.6181850877049583	test	6
CbG	CbG	0.14525316212684256	0.6181336006856294	test	6
CbG	CbG	0.14346094031240847	0.6152802322645796	test	6
CbG	CbG	0.25	0.8888888888888888	tune	6
CbG	CbG	0.25	0.9473684210526316	tune	6
CbG	CbG	0.2875	0.9285714285714286	tune	6
CbG	CbG	0.21016483516483514	0.8378378378378377	tune	6
CbG	CbG	0.13015873015873014	0.7659574468085106	tune	6
CbG	CbG	0.11355825461088619	0.7485380116959065	tune	6
CbG	CbG	0.20213034978112115	0.8068181818181818	tune	6
CbG	CbG	0.22458568878211732	0.786692759295499	tune	6
CbG	CbG	0.22051172650796708	0.802065404475043	tune	6
CbG	CbG	0.20415972758045342	0.7956989247311828	tune	6
CbG	CbG	0.19233012884505457	0.7933425797503466	tune	6
CbG	CbG	0.23186758905753718	0.7367367367367367	tune	6
CbG	CbG	0.20531766400127732	0.6638655462184874	tune	6
CbG	CbG	0.19186044871594324	0.625	tune	6
CbG	CbG	0.1874520585601911	0.6268115942028986	tune	6
CbG	CbG	0.17932856682355014	0.6153846153846154	tune	6
CbG	CbG	0.1671103202183511	0.5617070357554788	tune	6
CbG	CbG	0.15976365343656224	0.5561169252977265	tune	6
CbG	CbG	0.15822586326000596	0.5626614987080103	tune	6
CbG	CbG	0.14075472891740404	0.5705128205128205	tune	6
CbG	CbG	0.13545629138086637	0.5659722222222222	tune	6
CbG	CbG	0.13267110622029543	0.5698569856985699	tune	6
CbG	CbG	0.13095783716825474	0.5767819706498952	tune	6
CbG	CbG	0.14264549397045287	0.5960943081686116	tune	6
CbG	CbG	0.15484863267973228	0.6232064878353087	tune	6
CbG	CbG	0.18259197935793497	0.640183346065699	tune	6
CbG	CbG	0.1798521596348331	0.6407624633431085	tune	6
CbG	CbG	0.19496756521950326	0.6461588541666666	tune	6
CbG	CbG	0.20093295493197866	0.6638490566037736	tune	6
CbG	CbG	0.190100685758272	0.6305792972459638	tune	6
CbG	CbG	0.18573680843633636	0.6193009118541034	tune	6
CbG	CbG	0.173547679405029	0.6003080933759923	tune	6
CbG	CbG	0.1719946764451119	0.6051094054301753	tune	6
CbG	CbG	0.16945768431548264	0.6059430092027942	tune	6
CbG	CbG	0.18161102419878444	0.6166666666666667	tune	6
CbG	CbG	0.17970252989348318	0.6171717171717173	tune	6
CbG	CbG	0.176234875164756	0.6162745098039215	tune	6
CbG	CbG	0.18867245181839307	0.6262131435437657	tune	6
CbG	CbG	0.18540645820136514	0.6226126814362108	tune	6
CbG	CbG	0.18368722454586633	0.6233176451160103	tune	6
CbG	CbG	0.17107305840913628	0.6141270337922403	tune	6
CbG	CbG	0.16361742651425643	0.6112465711673271	tune	6
CbG	CbG	0.15986175374609712	0.6112115732368897	tune	6
CbG	CbG	0.157796650477447	0.6105820105820106	tune	6
CbG	CbG	0.1560211172259047	0.608881239242685	tune	6
CbG	CbG	0.1535204288354887	0.6090084033613445	tune	6
CbG	CbG	0.1519924123347275	0.608144499178982	tune	6
CbG	CbG	0.14698547554647096	0.5969094094094095	tune	6
CbG	CbG	0.13644886330039388	0.58922498657598	tune	6
CbG	CbG	0.13498019569859848	0.5882318603700893	tune	6
CbG	CbG	0.1316013098206184	0.5869378892634707	test	6
CbG	CbG	0.12746637678974165	0.5862011079402384	test	6
CbG	CbG	0.12502405253991256	0.583794748094951	test	6
CbG	CbG	0.12251825680756395	0.5845467734135726	test	6
CbG	CbG	0.11585112553275417	0.580896686159844	test	6
CbG	CbG	0.11492239646810107	0.5810552426231202	test	6
CbG	CbG	0.11344742954708335	0.5805486537193855	test	6
CbG	CbG	0.11166319060080633	0.5809068737245533	test	6
CbG	CbG	0.10868612596641161	0.575848588863463	test	6
CbG	CbG	0.11827397780572363	0.5842857142857143	test	6
CbG	CbG	0.11572266132668972	0.5879806249732092	test	6
