prediction_edge	label_source	AUPR	AUROC	dataset	lf_num
CtD	CtD	0.0625	0.2222222222222222	tune	1
CtD	CtD	0.10484899087840265	0.3333333333333333	tune	1
CtD	CtD	0.18626073001073	0.5069444444444444	tune	1
CtD	CtD	0.21219419271334594	0.56640625	tune	1
CtD	CtD	0.3099670514769607	0.6340956340956341	tune	1
CtD	CtD	0.37628331825351896	0.627906976744186	tune	1
CtD	CtD	0.41653850320564123	0.672008547008547	tune	1
CtD	CtD	0.40122367841191575	0.6790336496980155	tune	1
CtD	CtD	0.4150635651799003	0.7052139037433156	tune	1
CtD	CtD	0.4837141201390374	0.7482666666666666	tune	1
CtD	CtD	0.4943318119120859	0.7518092805449128	tune	1
CtD	CtD	0.4575086794499586	0.7307407407407407	tune	1
CtD	CtD	0.4791855405951204	0.7403936269915651	tune	1
CtD	CtD	0.46801642961878476	0.7402885682574917	tune	1
CtD	CtD	0.4633961502449005	0.7448830409356725	tune	1
CtD	CtD	0.4687065443184641	0.7357490993854631	tune	1
CtD	CtD	0.4901952311607933	0.7434535799304157	tune	1
CtD	CtD	0.4953437999754232	0.7527579493835173	tune	1
CtD	CtD	0.48943376806833155	0.7529342723004694	tune	1
CtD	CtD	0.4905591385061481	0.7568	tune	1
CtD	CtD	0.4822856310975262	0.7568159688412852	tune	1
CtD	CtD	0.4989076870704863	0.7653949129852745	tune	1
CtD	CtD	0.4854796763499615	0.76378367003367	tune	1
CtD	CtD	0.48021366909489854	0.7664864864864864	tune	1
CtD	CtD	0.42937031260716785	0.7566273932253313	tune	1
CtD	CtD	0.4176322150085358	0.7563736928528217	tune	1
CtD	CtD	0.4166540971673345	0.7533333333333333	tune	1
CtD	CtD	0.41650388732269655	0.7433449074074073	tune	1
CtD	CtD	0.4306286823452894	0.751355330968476	tune	1
CtD	CtD	0.4218575272051704	0.7380527707731104	tune	1
CtD	CtD	0.3969598775106006	0.7311568153692027	tune	1
CtD	CtD	0.39207074198227215	0.7309931972789115	tune	1
CtD	CtD	0.3804587254817346	0.7254379084967321	tune	1
CtD	CtD	0.3735918474431995	0.7247295597484277	tune	1
CtD	CtD	0.3678200771726915	0.7235881674990396	tune	1
CtD	CtD	0.3485477654461494	0.7151593773165308	tune	1
CtD	CtD	0.35384965561176074	0.720358140153362	tune	1
CtD	CtD	0.34782834356599207	0.7214297843436916	tune	1
CtD	CtD	0.33955172895909513	0.7231673241288625	tune	1
CtD	CtD	0.3490225854987687	0.7169624871726653	tune	1
CtD	CtD	0.33509921650455976	0.7103643933532294	tune	1
CtD	CtD	0.3351497254495822	0.704602423060855	tune	1
CtD	CtD	0.3230214699044453	0.6991955110870741	tune	1
CtD	CtD	0.3236696566843684	0.7001872417355373	tune	1
CtD	CtD	0.3129116855162633	0.6931504269211453	tune	1
CtD	CtD	0.3144211604445796	0.6902173913043478	tune	1
CtD	CtD	0.31509598538607425	0.6942055228610231	tune	1
CtD	CtD	0.30472041413954365	0.6889813691985448	tune	1
CtD	CtD	0.2979415564133316	0.6854097268487676	tune	1
CtD	CtD	0.2921208171798729	0.6820338283828383	tune	1
CtD	CtD	0.2915292948049335	0.6875251610305959	test	1
CtD	CtD	0.2935974147154796	0.6865567791933588	test	1
CtD	CtD	0.2934534412296149	0.680361974488984	test	1
CtD	CtD	0.3004232556727429	0.6860055647335015	test	1
CtD	CtD	0.3045062345743033	0.6918419442627792	test	1
CtD	CtD	0.3068161659630779	0.693090909090909	test	1
CtD	CtD	0.30737081954220796	0.6966966966966968	test	1
CtD	CtD	0.30851099161261086	0.6996835383070247	test	1
CtD	CtD	0.30922938176708936	0.6961746264071845	test	1
